name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,category,id
Shoulder Press - With Bands,push,beginner,compound,bands,['shoulders'],['triceps'],strength,Shoulder_Press_-_With_Bands
Side Jackknife,pull,beginner,compound,body only,['abdominals'],[],strength,Side_Jackknife
Side Lateral Raise,push,beginner,isolation,dumbbell,['shoulders'],[],strength,Side_Lateral_Raise
Side Laterals to Front Raise,push,beginner,isolation,dumbbell,['shoulders'],['traps'],strength,Side_Laterals_to_Front_Raise
Side To Side Chins,pull,intermediate,compound,other,['lats'],"['biceps', 'forearms', 'middle back', 'shoulders']",strength,Side_To_Side_Chins
Single-Arm Cable Crossover,push,beginner,isolation,cable,['chest'],[],strength,Single-Arm_Cable_Crossover
Single-Arm Linear Jammer,push,intermediate,compound,barbell,['shoulders'],"['chest', 'triceps']",strength,Single-Arm_Linear_Jammer
Single-Arm Push-Up,push,intermediate,compound,body only,['chest'],"['shoulders', 'triceps']",strength,Single-Arm_Push-Up
Single-Leg High Box Squat,legs,beginner,compound,other,['quadriceps'],"['glutes', 'hamstrings']",strength,Single-Leg_High_Box_Squat
Single-Leg Leg Extension,legs,beginner,isolation,machine,['quadriceps'],[],strength,Single-Leg_Leg_Extension
Single Dumbbell Raise,legs,beginner,isolation,dumbbell,['shoulders'],"['forearms', 'traps']",strength,Single_Dumbbell_Raise
Single Leg Glute Bridge,legs,beginner,isolation,body only,['glutes'],['hamstrings'],strength,Single_Leg_Glute_Bridge
Sit-Up,pull,beginner,isolation,body only,['abdominals'],[],strength,Sit-Up
Sled Overhead Backward Walk,pull,beginner,compound,other,['shoulders'],"['calves', 'middle back', 'quadriceps']",strength,Sled_Overhead_Backward_Walk
Sled Overhead Triceps Extension,push,beginner,isolation,other,['triceps'],[],strength,Sled_Overhead_Triceps_Extension
Sled Reverse Flye,pull,beginner,isolation,other,['shoulders'],[],strength,Sled_Reverse_Flye
Sled Row,pull,beginner,compound,other,['middle back'],"['biceps', 'lats']",strength,Sled_Row
Smith Incline Shoulder Raise,push,beginner,isolation,barbell,['shoulders'],['chest'],strength,Smith_Incline_Shoulder_Raise
Smith Machine Behind the Back Shrug,pull,beginner,isolation,machine,['traps'],['shoulders'],strength,Smith_Machine_Behind_the_Back_Shrug
Smith Machine Bench Press,push,beginner,compound,machine,['chest'],"['shoulders', 'triceps']",strength,Smith_Machine_Bench_Press
Smith Machine Bent Over Row,pull,beginner,compound,machine,['middle back'],"['biceps', 'lats', 'shoulders']",strength,Smith_Machine_Bent_Over_Row
Smith Machine Calf Raise,legs,beginner,isolation,machine,['calves'],[],strength,Smith_Machine_Calf_Raise
Smith Machine Close-Grip Bench Press,push,beginner,compound,machine,['triceps'],"['chest', 'shoulders']",strength,Smith_Machine_Close-Grip_Bench_Press
Smith Machine Decline Press,push,beginner,compound,machine,['chest'],"['shoulders', 'triceps']",strength,Smith_Machine_Decline_Press
Smith Machine Hang Power Clean,legs,intermediate,compound,machine,['hamstrings'],"['glutes', 'lower back', 'quadriceps', 'shoulders', 'traps']",strength,Smith_Machine_Hang_Power_Clean
Smith Machine Hip Raise,pull,beginner,isolation,machine,['abdominals'],[],strength,Smith_Machine_Hip_Raise
Smith Machine Incline Bench Press,push,beginner,compound,machine,['chest'],"['shoulders', 'triceps']",strength,Smith_Machine_Incline_Bench_Press
Smith Machine Leg Press,legs,intermediate,compound,machine,['quadriceps'],"['calves', 'glutes', 'hamstrings']",strength,Smith_Machine_Leg_Press
Smith Machine One-Arm Upright Row,pull,beginner,compound,machine,['shoulders'],"['biceps', 'traps']",strength,Smith_Machine_One-Arm_Upright_Row
Smith Machine Overhead Shoulder Press,push,beginner,compound,machine,['shoulders'],['triceps'],strength,Smith_Machine_Overhead_Shoulder_Press
Smith Machine Pistol Squat,legs,intermediate,compound,machine,['quadriceps'],"['calves', 'glutes', 'hamstrings']",strength,Smith_Machine_Pistol_Squat
Smith Machine Reverse Calf Raises,legs,beginner,isolation,machine,['calves'],[],strength,Smith_Machine_Reverse_Calf_Raises
Smith Machine Squat,legs,beginner,compound,machine,['quadriceps'],"['calves', 'glutes', 'hamstrings', 'lower back']",strength,Smith_Machine_Squat
Smith Machine Stiff-Legged Deadlift,legs,beginner,compound,machine,['hamstrings'],"['glutes', 'lower back']",strength,Smith_Machine_Stiff-Legged_Deadlift
Smith Machine Upright Row,pull,beginner,compound,machine,['traps'],"['biceps', 'middle back', 'shoulders']",strength,Smith_Machine_Upright_Row
Smith Single-Leg Split Squat,legs,beginner,compound,machine,['quadriceps'],"['calves', 'glutes', 'hamstrings']",strength,Smith_Single-Leg_Split_Squat
Snatch Pull,legs,intermediate,compound,barbell,['hamstrings'],"['calves', 'glutes', 'lower back', 'quadriceps', 'traps']",strength,Snatch_Pull
Speed Band Overhead Triceps,push,beginner,isolation,bands,['triceps'],[],strength,Speed_Band_Overhead_Triceps
Speed Squats,legs,expert,compound,barbell,['quadriceps'],"['calves', 'glutes', 'hamstrings', 'lower back']",strength,Speed_Squats
Spell Caster,pull,beginner,compound,dumbbell,['abdominals'],"['glutes', 'shoulders']",strength,Spell_Caster
Spider Crawl,pull,beginner,compound,body only,['abdominals'],"['chest', 'shoulders', 'triceps']",strength,Spider_Crawl
Spider Curl,pull,beginner,isolation,e-z curl bar,['biceps'],[],strength,Spider_Curl
Split Squat with Dumbbells,legs,beginner,compound,dumbbell,['quadriceps'],"['glutes', 'hamstrings']",strength,Split_Squat_with_Dumbbells
Squat Jerk,legs,expert,compound,barbell,['quadriceps'],"['calves', 'glutes', 'hamstrings', 'shoulders', 'triceps']",strength,Squat_Jerk
Squat with Plate Movers,legs,intermediate,compound,barbell,['quadriceps'],"['abductors', 'adductors', 'calves', 'glutes', 'hamstrings']",strength,Squat_with_Plate_Movers
Squats - With Bands,legs,beginner,compound,bands,['quadriceps'],"['calves', 'glutes', 'hamstrings', 'lower back']",strength,Squats_-_With_Bands
Standing Alternating Dumbbell Press,push,beginner,compound,dumbbell,['shoulders'],['triceps'],strength,Standing_Alternating_Dumbbell_Press
Standing Barbell Calf Raise,legs,beginner,isolation,barbell,['calves'],[],strength,Standing_Barbell_Calf_Raise
Standing Barbell Press Behind Neck,push,intermediate,compound,barbell,['shoulders'],['triceps'],strength,Standing_Barbell_Press_Behind_Neck
Standing Bent-Over One-Arm Dumbbell Triceps Extension,push,beginner,isolation,dumbbell,['triceps'],['shoulders'],strength,Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension
Standing Bent-Over Two-Arm Dumbbell Triceps Extension,push,beginner,isolation,dumbbell,['triceps'],[],strength,Standing_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension
Standing Biceps Cable Curl,pull,beginner,isolation,cable,['biceps'],[],strength,Standing_Biceps_Cable_Curl
Standing Bradford Press,push,beginner,compound,barbell,['shoulders'],['triceps'],strength,Standing_Bradford_Press
Standing Cable Chest Press,push,beginner,compound,cable,['chest'],"['shoulders', 'triceps']",strength,Standing_Cable_Chest_Press
Standing Cable Lift,pull,beginner,compound,cable,['abdominals'],['shoulders'],strength,Standing_Cable_Lift
Standing Cable Wood Chop,pull,beginner,compound,cable,['abdominals'],['shoulders'],strength,Standing_Cable_Wood_Chop
Standing Calf Raises,legs,beginner,isolation,machine,['calves'],[],strength,Standing_Calf_Raises
Standing Concentration Curl,pull,beginner,isolation,dumbbell,['biceps'],['forearms'],strength,Standing_Concentration_Curl
Standing Dumbbell Calf Raise,legs,intermediate,isolation,dumbbell,['calves'],[],strength,Standing_Dumbbell_Calf_Raise
Standing Dumbbell Press,push,beginner,compound,dumbbell,['shoulders'],['triceps'],strength,Standing_Dumbbell_Press
Standing Dumbbell Reverse Curl,pull,intermediate,isolation,dumbbell,['biceps'],['forearms'],strength,Standing_Dumbbell_Reverse_Curl
Standing Dumbbell Straight-Arm Front Delt Raise Above Head,push,intermediate,isolation,dumbbell,['shoulders'],[],strength,Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head
Standing Dumbbell Triceps Extension,push,beginner,isolation,dumbbell,['triceps'],[],strength,Standing_Dumbbell_Triceps_Extension
Standing Dumbbell Upright Row,pull,beginner,compound,dumbbell,['traps'],"['biceps', 'shoulders']",strength,Standing_Dumbbell_Upright_Row
Standing Front Barbell Raise Over Head,push,intermediate,isolation,barbell,['shoulders'],[],strength,Standing_Front_Barbell_Raise_Over_Head
Standing Inner-Biceps Curl,pull,intermediate,isolation,dumbbell,['biceps'],[],strength,Standing_Inner-Biceps_Curl
Standing Leg Curl,legs,beginner,isolation,machine,['hamstrings'],[],strength,Standing_Leg_Curl
Standing Low-Pulley Deltoid Raise,push,beginner,isolation,cable,['shoulders'],['forearms'],strength,Standing_Low-Pulley_Deltoid_Raise
Standing Low-Pulley One-Arm Triceps Extension,push,intermediate,isolation,cable,['triceps'],"['chest', 'shoulders']",strength,Standing_Low-Pulley_One-Arm_Triceps_Extension
Standing Military Press,push,beginner,compound,barbell,['shoulders'],['triceps'],strength,Standing_Military_Press
Standing Olympic Plate Hand Squeeze,static,beginner,isolation,other,['forearms'],['biceps'],strength,Standing_Olympic_Plate_Hand_Squeeze
Standing One-Arm Cable Curl,pull,intermediate,isolation,cable,['biceps'],[],strength,Standing_One-Arm_Cable_Curl
Standing One-Arm Dumbbell Curl Over Incline Bench,pull,beginner,isolation,dumbbell,['biceps'],[],strength,Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench
Standing One-Arm Dumbbell Triceps Extension,push,beginner,isolation,dumbbell,['triceps'],"['chest', 'shoulders']",strength,Standing_One-Arm_Dumbbell_Triceps_Extension
Standing Overhead Barbell Triceps Extension,push,beginner,isolation,barbell,['triceps'],['shoulders'],strength,Standing_Overhead_Barbell_Triceps_Extension
Standing Palm-In One-Arm Dumbbell Press,push,beginner,compound,dumbbell,['shoulders'],['triceps'],strength,Standing_Palm-In_One-Arm_Dumbbell_Press
Standing Palms-In Dumbbell Press,push,intermediate,compound,dumbbell,['shoulders'],['triceps'],strength,Standing_Palms-In_Dumbbell_Press
Standing Palms-Up Barbell Behind The Back Wrist Curl,pull,beginner,isolation,barbell,['forearms'],[],strength,Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl
Standing Rope Crunch,pull,beginner,isolation,cable,['abdominals'],[],strength,Standing_Rope_Crunch
Standing Towel Triceps Extension,push,beginner,isolation,body only,['triceps'],[],strength,Standing_Towel_Triceps_Extension
Step-up with Knee Raise,legs,beginner,compound,body only,['glutes'],"['hamstrings', 'quadriceps']",strength,Step-up_with_Knee_Raise
Stiff-Legged Barbell Deadlift,legs,intermediate,compound,barbell,['hamstrings'],"['glutes', 'lower back']",strength,Stiff-Legged_Barbell_Deadlift
Stiff-Legged Dumbbell Deadlift,legs,beginner,compound,dumbbell,['hamstrings'],"['glutes', 'lower back']",strength,Stiff-Legged_Dumbbell_Deadlift
Stiff Leg Barbell Good Morning,push,beginner,compound,barbell,['lower back'],"['glutes', 'hamstrings']",strength,Stiff_Leg_Barbell_Good_Morning
Straight-Arm Dumbbell Pullover,pull,intermediate,compound,dumbbell,['chest'],"['lats', 'shoulders', 'triceps']",strength,Straight-Arm_Dumbbell_Pullover
Straight-Arm Pulldown,pull,beginner,isolation,cable,['lats'],[],strength,Straight-Arm_Pulldown
Straight Bar Bench Mid Rows,pull,beginner,compound,barbell,['middle back'],"['biceps', 'lats']",strength,Straight_Bar_Bench_Mid_Rows
Straight Raises on Incline Bench,push,beginner,isolation,barbell,['shoulders'],['traps'],strength,Straight_Raises_on_Incline_Bench
Suspended Fallout,pull,intermediate,isolation,other,['abdominals'],"['chest', 'lower back', 'shoulders']",strength,Suspended_Fallout
Suspended Push-Up,push,beginner,compound,other,['chest'],"['shoulders', 'triceps']",strength,Suspended_Push-Up
Suspended Reverse Crunch,pull,beginner,isolation,other,['abdominals'],[],strength,Suspended_Reverse_Crunch
Suspended Row,pull,beginner,compound,other,['middle back'],"['biceps', 'lats']",strength,Suspended_Row
Suspended Split Squat,legs,intermediate,compound,other,['quadriceps'],"['abductors', 'adductors', 'calves', 'glutes', 'hamstrings']",strength,Suspended_Split_Squat
Svend Press,push,beginner,compound,other,['chest'],"['forearms', 'shoulders', 'triceps']",strength,Svend_Press
T-Bar Row with Handle,pull,beginner,compound,barbell,['middle back'],"['biceps', 'lats']",strength,T-Bar_Row_with_Handle
Tate Press,push,intermediate,isolation,dumbbell,['triceps'],"['chest', 'shoulders']",strength,Tate_Press
Thigh Abductor,legs,beginner,isolation,machine,['abductors'],['glutes'],strength,Thigh_Abductor
Thigh Adductor,legs,beginner,isolation,machine,['adductors'],"['glutes', 'hamstrings']",strength,Thigh_Adductor
Trap Bar Deadlift,legs,beginner,compound,other,['quadriceps'],"['glutes', 'hamstrings']",strength,Trap_Bar_Deadlift
Tricep Dumbbell Kickback,push,beginner,isolation,dumbbell,['triceps'],[],strength,Tricep_Dumbbell_Kickback
Triceps Overhead Extension with Rope,push,beginner,isolation,cable,['triceps'],[],strength,Triceps_Overhead_Extension_with_Rope
Triceps Pushdown,push,beginner,isolation,cable,['triceps'],[],strength,Triceps_Pushdown
Triceps Pushdown - Rope Attachment,push,beginner,isolation,cable,['triceps'],[],strength,Triceps_Pushdown_-_Rope_Attachment
Triceps Pushdown - V-Bar Attachment,push,beginner,isolation,cable,['triceps'],[],strength,Triceps_Pushdown_-_V-Bar_Attachment
Tuck Crunch,pull,beginner,isolation,body only,['abdominals'],[],strength,Tuck_Crunch
Two-Arm Dumbbell Preacher Curl,pull,beginner,isolation,dumbbell,['biceps'],[],strength,Two-Arm_Dumbbell_Preacher_Curl
Two-Arm Kettlebell Clean,pull,intermediate,compound,kettlebells,['shoulders'],"['calves', 'glutes', 'hamstrings', 'lower back', 'traps']",strength,Two-Arm_Kettlebell_Clean
Two-Arm Kettlebell Jerk,push,intermediate,compound,kettlebells,['shoulders'],"['calves', 'quadriceps', 'triceps']",strength,Two-Arm_Kettlebell_Jerk
Two-Arm Kettlebell Military Press,push,intermediate,compound,kettlebells,['shoulders'],['triceps'],strength,Two-Arm_Kettlebell_Military_Press
Two-Arm Kettlebell Row,pull,intermediate,compound,kettlebells,['middle back'],"['biceps', 'lats']",strength,Two-Arm_Kettlebell_Row
Underhand Cable Pulldowns,pull,beginner,compound,cable,['lats'],"['biceps', 'middle back', 'shoulders']",strength,Underhand_Cable_Pulldowns
Upright Barbell Row,pull,beginner,compound,barbell,['shoulders'],['traps'],strength,Upright_Barbell_Row
Upright Cable Row,pull,intermediate,compound,cable,['traps'],['shoulders'],strength,Upright_Cable_Row
Upright Row - With Bands,pull,beginner,compound,bands,['traps'],['shoulders'],strength,Upright_Row_-_With_Bands
V-Bar Pulldown,pull,intermediate,compound,cable,['lats'],"['biceps', 'middle back', 'shoulders']",strength,V-Bar_Pulldown
V-Bar Pullup,pull,beginner,compound,body only,['lats'],"['biceps', 'middle back', 'shoulders']",strength,V-Bar_Pullup
Weighted Ball Hyperextension,pull,intermediate,compound,exercise ball,['lower back'],"['glutes', 'hamstrings', 'middle back']",strength,Weighted_Ball_Hyperextension
Weighted Ball Side Bend,pull,intermediate,isolation,exercise ball,['abdominals'],[],strength,Weighted_Ball_Side_Bend
Weighted Bench Dip,push,intermediate,compound,other,['triceps'],"['chest', 'shoulders']",strength,Weighted_Bench_Dip
Weighted Crunches,pull,beginner,isolation,medicine ball,['abdominals'],[],strength,Weighted_Crunches
Weighted Jump Squat,legs,intermediate,compound,barbell,['quadriceps'],"['calves', 'glutes', 'hamstrings', 'lower back']",strength,Weighted_Jump_Squat
Weighted Pull Ups,pull,intermediate,compound,other,['lats'],"['biceps', 'middle back']",strength,Weighted_Pull_Ups
Weighted Sissy Squat,legs,expert,compound,barbell,['quadriceps'],"['calves', 'glutes', 'hamstrings']",strength,Weighted_Sissy_Squat
Weighted Sit-Ups - With Bands,pull,intermediate,isolation,other,['abdominals'],[],strength,Weighted_Sit-Ups_-_With_Bands
Weighted Squat,legs,intermediate,compound,other,['quadriceps'],"['calves', 'glutes', 'hamstrings']",strength,Weighted_Squat
Wide-Grip Barbell Bench Press,push,intermediate,compound,barbell,['chest'],"['shoulders', 'triceps']",strength,Wide-Grip_Barbell_Bench_Press
Wide-Grip Decline Barbell Bench Press,push,intermediate,compound,barbell,['chest'],"['shoulders', 'triceps']",strength,Wide-Grip_Decline_Barbell_Bench_Press
Wide-Grip Decline Barbell Pullover,pull,intermediate,compound,barbell,['chest'],"['shoulders', 'triceps']",strength,Wide-Grip_Decline_Barbell_Pullover
Wide-Grip Lat Pulldown,pull,beginner,compound,cable,['lats'],"['biceps', 'middle back', 'shoulders']",strength,Wide-Grip_Lat_Pulldown
Wide-Grip Pulldown Behind The Neck,pull,intermediate,compound,cable,['lats'],"['biceps', 'middle back', 'shoulders']",strength,Wide-Grip_Pulldown_Behind_The_Neck
Wide-Grip Rear Pull-Up,pull,intermediate,compound,body only,['lats'],"['biceps', 'middle back', 'shoulders']",strength,Wide-Grip_Rear_Pull-Up
Wide-Grip Standing Barbell Curl,pull,beginner,isolation,barbell,['biceps'],[],strength,Wide-Grip_Standing_Barbell_Curl
Wide Stance Barbell Squat,legs,intermediate,compound,barbell,['quadriceps'],"['calves', 'glutes', 'hamstrings', 'lower back']",strength,Wide_Stance_Barbell_Squat
Wind Sprints,pull,beginner,compound,body only,['abdominals'],[],strength,Wind_Sprints
Wrist Roller,pull,beginner,isolation,other,['forearms'],['shoulders'],strength,Wrist_Roller
Wrist Rotations with Straight Bar,pull,beginner,isolation,barbell,['forearms'],[],strength,Wrist_Rotations_with_Straight_Bar
Zercher Squats,legs,expert,compound,barbell,['quadriceps'],"['calves', 'glutes', 'hamstrings']",strength,Zercher_Squats
Zottman Curl,pull,intermediate,isolation,dumbbell,['biceps'],['forearms'],strength,Zottman_Curl
Zottman Preacher Curl,pull,intermediate,isolation,dumbbell,['biceps'],['forearms'],strength,Zottman_Preacher_Curl
